rec,verdict,reason_code,note,openalex_id,route,tier,year,journal,doi,title
368,EXCLUDE,E4,공공공간 소리지각 파라미터·표상만 다룸,W2203663355,forward,T2,2012,SoundEffects - An Interdisciplinary Journal of Sound and Sound Experience,10.7146/se.v2i1.5231,Ordinary sonic public space. Sound perception parameters in urban public spaces and sonic representations associated with urban forms
369,MAYBE,,가로망·노인 활동행태·자연속성 포함 가능,W4410385623,forward,T2,2025,Transport Policy,10.1016/j.tranpol.2025.05.015,"Identifying the effect of street network system on activity behaviours near the homes of older adults: An analytical framework integrating transportation, social, and natural attributes"
370,EXCLUDE,E4,음향지표 기반 공원 음경 특성만 분석,W4403899902,forward,T2,2024,Korean Journal of Environment and Ecology,10.13047/kjee.2024.38.4.405,Analysis of Soundscape Characteristics of Urban Park Using Acoustic Indices&lt;sup&gt;1a&lt;/sup&gt;
371,MAYBE,,음향 보행신호 시각장애인 경험·횡단행태 가능,W4404164795,forward,T2,2024,Journal of Transport & Health,10.1016/j.jth.2024.101938,Three pedestrian phasing with audible pedestrian signals configurations: Experience of blind or visually impaired persons in Quebec City (Canada)
372,MAYBE,,근린 시공간 행태·이웃 상호작용·음환경 불명,W4406226059,forward,T2,2025,Population Space and Place,10.1002/psp.2881,"Spatiotemporal‐Behavior‐Based Neighborhood Interaction Opportunities and Subjective Neighborhood Perception in Mixed‐Housing Neighborhoods: A Case Study of Fuzhou, China"
373,MAYBE,,녹지 관찰활동 측정·노출은 시각특성 중심,W7147171266,forward,T2,2026,Environmental Impact Assessment Review,10.1016/j.eiar.2026.108451,Health-related activity outcomes of visual characteristics in urban green spaces: An on-site comparison between self-reported and observed activities
374,MAYBE,,공원 지각-행태 피드백 평가·음환경 포함 불명,W4412469179,forward,T2,2025,Buildings,10.3390/buildings15142488,Evaluating Perceived Resilience of Urban Parks Through Perception–Behavior Feedback Mechanisms: A Hybrid Multi-Criteria Decision-Making Approach
375,EXCLUDE,E4,음경 공급잠재 스크리닝·행태 아웃컴 없음,W7167902850,forward,T2,2026,Ecological Indicators,10.1016/j.ecolind.2026.115162,Urban soundscape service-supply potential: Proxy-based open-data screening for soundscape resource planning
376,EXCLUDE,E4,언어 간 음경 지각 비교·방법 검증만,W4401637130,forward,T2,2024,Urban Science,10.3390/urbansci8030116,Perceptual Differences in Urban Soundscape Assessment Using Protocol Proposed in Method a of the ISO/TS 12913–2: A Cross-Language Comparison between Arabic and French Attributes
377,EXCLUDE,E4,실험실 사운드아트 음경 평가만,W4415590107,forward,T2,2025,Music & Science,10.1177/20592043251384052,Bringing the Coastline to the City: Laboratory Evaluation of Urban Soundscapes in the Presence of Ambient Sound art
378,MAYBE,,보행자의 차량교통 지각 측정·행태 불명,W7128165085,forward,T2,2026,International Journal of Environmental Research and Public Health,10.3390/ijerph23020206,Pedestrians’ Perceptions of Motorized Traffic in Suburban–Rural Areas of a Metropolitan Region: Exploring Measurement Perspectives
379,EXCLUDE,E4,음경 진정성 평가 방법론·행태 없음,W7134853798,forward,T2,2026,Applied Acoustics,10.1016/j.apacoust.2026.111301,Evaluation of soundscape authenticity in historic districts: weighted formulae and spatial typology-based sound selection
380,EXCLUDE,E5,상업가로 음경 선호 개념화·실증 아님,W7153505414,forward,T2,2026,Advanced International Journal of Business Entrepreneurship and SMEs,10.35631/aijbes.827017,CONCEPTUALISING SOUNDSCAPE PREFERENCE IN HIGH-TRAFFIC COMMERCIAL STREETS
381,EXCLUDE,E4,캠퍼스 음원 군집·학생 지각반응만,W7161940754,forward,T2,2026,Applied Acoustics,10.1016/j.apacoust.2026.111386,Understanding compact urban university campus soundscapes: A cluster-based analysis of sound sources and student perceptual responses
382,CANDIDATE,,마스킹음 도입으로 포켓파크 체류 개선 실험,W7162532345,forward,T2,2026,Acta Acustica,10.1051/aacus/2026051,Introducing short informational-attentional masking sounds to improve staying in pocket urban parks: a laboratory study
383,EXCLUDE,E5,스코핑 리뷰,W7133327059,forward,T2,2026,PLoS ONE,10.1371/journal.pone.0344125,Exploring the relationship between mental health and urban green space soundscapes: A scoping review
384,EXCLUDE,E4,음경 회복성 지각 반응만 분석,W7154847147,forward,T2,2026,Sustainable Cities and Society,10.1016/j.scs.2026.107411,Nonlinear responses of perceived soundscape restorativeness to spatiotemporal drivers in urban forest park
385,MAYBE,,ISO 삼각측정 공원 음경 특성화·행태 불명,W3208236932,forward,T2,2021,Revista Nacional de Gerenciamento de Cidades,10.17271/2318847297120212955,Characterisation of the soundscape of parks and green areas through the triangulation of methodologies proposed by ISO/TS 12913-2
386,EXCLUDE,E4,도시공원 음경의 공중 지각만 조사,W4391794513,forward,T2,2023,Scientific Papers of Silesian University of Technology Organization and Management Series,10.29119/1641-3466.2023.183.31,The soundscape of city parks in public perception on the example of Gliwice’s Grunwald Park
387,MAYBE,,도시 음경 평가 프레임워크·행태 포함 불명,W4396561724,forward,T2,2024,ISPRS International Journal of Geo-Information,10.3390/ijgi13050152,A Quantitative and Qualitative Experimental Framework for the Evaluation of Urban Soundscapes: Application to the City of Sidi Bou Saïd
388,MAYBE,,공공 오픈스페이스 커뮤니티 행태·음환경 불명,W4400691456,forward,T2,2024,Civil Engineering and Architecture,10.13189/cea.2024.120440,"Community Behavior in Public Gray Open Spaces, Case Study: Merbau Square, Banyumanik-Semarang"
389,EXCLUDE,E4,퍼지기법 음환경 쾌적성 예측만,W4400742095,forward,T2,2024,MEGARON / Yıldız Technical University Faculty of Architecture E-Journal,10.14744/megaron.2024.76736,Predicting the urban sound environment pleasantness with the soundscape approach by fuzzy SMRGT method: A case study in Diyarbakır Suriçi
390,MAYBE,,아동 공원 이용행태·요인에 음환경 포함 불명,W4411313586,forward,T2,2025,Journal of Resources and Ecology,10.5814/j.issn.1674-764x.2025.03.019,"The Impact of Parental and Park Factors on Children's Urban Park Use in Shanghai, China"
391,CANDIDATE,,교통음 지각과 보행자 횡단행태·실제 및 VR,W4411588467,forward,T2,2025,PRESENCE Virtual and Augmented Reality,10.1162/pres.a.8,The Impact of Auditory Traffic Perception on Pedestrians’ Street-Crossing Behavior: Insights from Real and Virtual Environments
392,MAYBE,,도시림 4개 행태패턴 회복효과·음환경 불명,W4412080445,forward,T2,2025,Scientific Reports,10.1038/s41598-025-09526-6,Study on the restorative benefits of four behavioural patterns of urban landscape forests under seasonal change
393,EXCLUDE,E5,문헌 리뷰·방법론 프레임워크 제안,W4414153614,forward,T2,2025,Intelligent Buildings International,10.1080/17508975.2025.2548547,Literature review on urban landscape and behavioural science: examining past research and proposing probabilistic and optimization frameworks for advancing future methodological approaches
394,EXCLUDE,E5,스코핑 리뷰,W4416319897,forward,T2,2025,Revista CEFAC,10.1590/1982-0216/20252732924,Measurements of urban noise and its impact on human health: A scoping review
395,CANDIDATE,,공원특성·신체활동·감각지각 연관 실증 분석,W4417079995,forward,T2,2025,Ecological Informatics,10.1016/j.ecoinf.2025.103548,"Associations among park features, physical activities, and sensory perceptions from online reviews: A domain-specific named entity recognition model"
396,EXCLUDE,E4,봉쇄기 소음 동태 분석·행태 측정 없음,W4417238509,forward,T2,2025,Scientific Reports,10.1038/s41598-025-29011-4,"Short-term analysis of urban noise dynamics during covid-19 lockdown using a machine learning approach in Mashhad, Iran"
397,MAYBE,,일상활동이 주거 음경 지각·만족에 영향,W7116954067,forward,T2,2025,Applied Spatial Analysis and Policy,10.1007/s12061-025-09779-8,Beyond the Sound Source Itself: how Daily Activities and Demographics Influence Residential Soundscape Perception and Satisfaction
398,EXCLUDE,E3,능동이동 지오게임 시뮬레이션·음환경 없음,W7124167703,forward,T2,2026,Urban Planning,10.17645/up.10590,Geogame‐Based Simulation for Active Mobility Planning in Socially Sustainable Cities
399,MAYBE,,목적지 음경과 친환경행동·행태 범주 불확실,W7126416509,forward,T2,2026,Tourism Recreation Research,10.1080/02508281.2025.2611770,How does destination soundscape promote tourists’ pro-environmental behaviour? A Reasonable Person Model
400,EXCLUDE,E3,척도 타당화 연구·음환경 변수 없음,W7134111992,forward,T2,2026,Pamukkale Journal of Sport Sciences,10.54141/psbd.1744497,Psychometric Properties of the Turkish Version of the Green Space Use Satisfaction Scale
401,EXCLUDE,E1,수생 생태계 음경 변화 연구,W7135036600,forward,T2,2026,The Anthropocene Review,10.1177/20530196261419125,Examining the role outdoor recreation systems play in changing small temperate aquatic ecosystem soundscapes
402,MAYBE,,공원 질·행태패턴 매개·음환경 포함 불명,W7140098711,forward,T2,2026,Landscape and Ecological Engineering,10.1007/s11355-026-00712-w,The effect of park quality on health benefits: mediating roles of behavioral patterns
403,EXCLUDE,E4,습지 음경과 회복효과 경로만 분석,W7153366576,forward,T2,2026,Sustainability,10.3390/su18083783,Quantifying Spatiotemporal Characteristics of Urban Wetland Soundscapes and Their Associative Pathways Regulating Restorative Benefits
404,EXCLUDE,E4,소음 경제적 가치평가·행태 아웃컴 없음,W7155087400,forward,T2,2026,Environmental Monitoring and Assessment,10.1007/s10661-026-15330-0,"The hidden cost of urban noise: spatiotemporal heterogeneity, environmental burden, and economic valuation across major Chinese cities"
405,MAYBE,,공원 접근 보행환경 불일치 진단·음환경 불명,W7160998782,forward,T2,2026,Landscape and Ecological Engineering,10.1007/s11355-026-00718-4,Unveiling hidden inequities: a dual-perspectives diagnostic framework for pedestrian environment mismatches in urban park accessibility
406,EXCLUDE,E4,원격탐사 기반 소음 짜증도 추정만,W7161179591,forward,T2,2026,International Journal of Remote Sensing,10.1080/01431161.2026.2672063,From satellite imagery to perceived noise annoyance: estimating urban sound environment annoyance using remote sensing and machine learning
407,EXCLUDE,E3,시각·후각 지각 연구·음환경 변수 없음,W7165855822,forward,T2,2026,Frontiers of Architectural Research,10.1016/j.foar.2026.04.019,Visual and olfactory perceptions in temporary urban activities: Effects on crowd perception and emotional satisfaction in a high-density urban setting
408,MAYBE,,삼림공원 음경 시공간 이질성·이용행태 불명,W4413990973,forward,T2,2025,Forests,10.3390/f16091416,Spatiotemporal Heterogeneity of Forest Park Soundscapes Based on Deep Learning: A Case Study of Zhangjiajie National Forest Park
409,MAYBE,,노인 신체활동·공원특성·음환경 포함 불명,W7125977533,forward,T2,2026,BMC Geriatrics,10.1186/s12877-026-07051-3,The association between physical activity level in older adults and community park characteristics: a configural path analysis
410,CANDIDATE,,공원 시청각요소가 여가 신체활동에 미치는 영향,W7137078640,forward,T2,2026,Landscape Architecture,10.3724/j.fjyl.la20250363,Emotional Mediation of the Effect of Urban Park Audiovisual Elements on Leisure-Time Physical Activity
411,MAYBE,,옥외 보행 중 교통소음 RCT·아웃컴 심리 중심,W7138892417,forward,T2,2026,PLoS ONE,10.1371/journal.pone.0342906,"Road traffic noise affects annoyance during urban built and forest walks, but not repetitive negative thinking or connectedness with non-human nature: A randomized controlled trial"
412,EXCLUDE,E4,창밖 조망 VR 회복성 지각·EEG만,W7140035279,forward,T2,2026,Humanities and Social Sciences Communications,10.1057/s41599-026-07009-1,"The synergistic effects of urban soundscapes, building spacing, and green wall on the perceived restorativeness of window views: a VR-based investigation with EEG and psychological assessments"
413,MAYBE,,녹지 러닝행태 연구·노출은 열·대기 중심,W7150839603,forward,T2,2026,Journal of Transport Geography,10.1016/j.jtrangeo.2026.104653,Understanding the cooling and air purification effects of green spaces on running behavior — Evidence from Guangzhou
414,CANDIDATE,,정원 행태매핑·다감각 경험 및 이용 관여,W7152422820,forward,T2,2026,Frontiers in Psychology,10.3389/fpsyg.2026.1733848,"Behavioral mapping of multisensory experience and engagement in accessible gardens: a case study of Xuanwu Lake Park, Nanjing"
415,EXCLUDE,E3,시각속성·정서 및 행동의도만·음환경 없음,W7154626387,forward,T2,2026,Scientific Reports,10.1038/s41598-026-48324-6,An evaluation of the impact of visual attributes of park landscape spaces on the emotional benefits and behavioral intention of younger older adults
416,MAYBE,,러닝 궤적 행태와 도시환경·음환경 포함 불명,W7156005275,forward,T2,2026,Archives of Public Health,10.1186/s13690-026-01919-x,"How urban environments structure running behaviour in Beijing during winter, spring, and summer 2024: spatiotemporal patterns and configuration-specific interactions from running trajectory data"
417,EXCLUDE,E5,보행 에이전트기반 시뮬레이션,W7160199623,forward,T2,2026,Computers Environment and Urban Systems,10.1016/j.compenvurbsys.2026.102439,Beyond urban form: Introducing dynamic factors in agent-based simulations of pedestrian movement
418,MAYBE,,녹지 조깅행태 환경요인·음환경 포함 불명,W7161304383,forward,T2,2026,Sustainable Cities and Society,10.1016/j.scs.2026.107517,"How do environmental factors influence jogging behaviour across large-scale, small-scale and informal green spaces? A comparative study and sustainable renewal strategy of multi-type green space systems based on crowdsourced data"
419,MAYBE,,공원 새소리 인식 중재·아웃컴은 웰빙 중심,W7161550672,forward,T2,2026,Journal of Urban Ecology,10.1093/jue/juag013,Two treatments of birdsong awareness and their influence on human mental well-being in an urban park environment
420,MAYBE,,조깅 흐름·청록공간·열스트레스·음환경 불명,W7164941459,forward,T2,2026,Frontiers in Public Health,10.3389/fpubh.2026.1870274,"Blue-green spaces, heat stress, and health-supportive public-space use under urban stress: machine learning and SEM evidence from jogging flow in Fuzhou, China"
421,MAYBE,,자전거 경로선택 행태·음환경 변수 불명,W7167675565,forward,T2,2026,Transportation,10.1007/s11116-026-10793-z,Perceived traffic safety’s impact on cycling route choice with street-level images
422,MAYBE,,조깅친화 가로 우선순위·음환경 지표 불명,W7167906273,forward,T2,2026,Sustainable Cities and Society,10.1016/j.scs.2026.107693,Prioritizing jogging-friendly streets in active mobility planning: A decision-support framework integrating trajectory evidence and expert judgment
423,EXCLUDE,E4,공원 음경 인지이미지·회복성 지각만,W7168385333,forward,T2,2026,Frontiers in Public Health,10.3389/fpubh.2026.1891815,Linking urban park soundscape cognitive image to recreational visitors’ perceived restorativeness: the mediating role of emotional pleasure
424,EXCLUDE,E1,동물원 음경 수동음향 모니터링,W4414266723,forward,T2,2026,Journal of Environmental Management,10.1016/j.jenvman.2026.129670,Passive acoustic monitoring captures spatiotemporal dynamics of urban zoo soundscapes
425,EXCLUDE,E3,국립공원 친환경행동 모형·음환경 변수 없음,W7138843982,forward,T2,2026,Forests,10.3390/f17030381,Extending the Value–Belief–Norm Model with Assigned Value: A Study on Visitors’ Pro-Environmental Behavior in Forest Ecosystems of National Parks
426,MAYBE,,유산도시 음경 분석·행태 포함 여부 불명,W7153989080,forward,T2,2026,Acta Acustica,10.1051/aacus/2026034,Soundscape analysis in urban areas of high heritage value – The case study of Coimbra
427,MAYBE,,바자르 도시리듬·소리정체성·활동 포함 가능,W7155185612,forward,T2,2026,GeoJournal,10.1007/s10708-026-11638-z,"Urban rhythms and sonic identity: a case study of the Grand Bazaar of Rasht, Iran"
428,MAYBE,,수변 보행환경 시청각 선호·아웃컴 선호 중심,W7171651132,forward,T2,2026,Building and Environment,10.1016/j.buildenv.2026.115060,Dynamic Audio-Visual Preference in Waterfront Walking Environments: Effects of Distance-Layered Spatial Structure and Soundscape
